nbLignes	1468
938700	304425	24.9652
938925	304425	15.1356
939800	304425	15.8032
940000	304425	14.7117
937450	304450	8.15452
938025	304450	22.8497
939975	304450	14.9035
937600	304475	11.5971
937400	304500	8.92181
937950	304500	21.2204
939150	304500	26.9605
939475	304500	22.0151
937450	304525	7.81398
938025	304525	23.3253
938800	304525	29.4333
938875	304525	30.1279
938900	304525	30.3226
939400	304525	23.543
937550	304550	5.71598
937150	304575	14.0849
937375	304575	9.0806
937475	304575	7.34739
938850	304600	34.9969
938875	304600	34.4499
938950	304600	32.7298
937550	304625	5.09192
939075	304625	30.8266
939350	304625	25.1895
939375	304625	24.7198
939800	304625	17.1602
938775	304650	41.3131
937625	304675	11.4442
938925	304675	35.6134
938150	304700	26.8924
938350	304700	35.1405
937575	304725	9.10895
937850	304725	18.042
937900	304725	19.3758
937975	304725	21.382
938250	304725	30.3782
938600	304725	55.3279
938975	304725	34.0982
939800	304725	17.2148
937325	304750	11.5447
938825	304775	42.6387
938950	304775	34.8016
937800	304800	16.2476
938850	304800	39.7441
938950	304800	34.3346
939300	304800	25.9171
938750	304825	42.9878
939000	304850	32.0799
937500	304875	4.7159
938975	304875	31.8499
938550	304900	40.4152
938575	304900	42.0475
942475	304900	5.86346
938725	304925	37.367
938825	304925	28.5556
937850	304950	15.0393
944075	304950	24.8817
944400	304950	23.8326
938025	304975	17.568
938700	304975	36.5079
938050	305025	19.0488
938675	305025	36.0466
942800	305025	3.22326
938425	305050	32.3927
938700	305075	33.6442
939675	305075	16.444
940000	305075	13.4931
938175	305100	23.3037
941475	305100	15.7621
942500	305100	1.33609
937725	305125	8.64955
938550	305175	31.0676
940100	305225	10.9588
940675	305225	7.49733
942775	305225	11.0812
943800	305225	18.0115
934750	305250	12.386
938200	305300	22.0721
938275	305300	23.5539
940125	305300	9.75565
941375	305300	17.9356
943200	305325	13.1197
940425	305350	16.0946
938175	305375	20.4488
938625	305375	24.9559
939350	305375	12.5769
940225	305375	7.72642
940325	305425	15.3998
938275	305450	20.8773
940775	305450	18.3922
943825	305475	15.5347
937975	305500	15.4407
940200	305500	14.0876
940300	305500	15.0403
940650	305500	17.9438
940700	305500	18.2419
943625	305500	-5.24348
938675	305525	21.134
944325	305525	18.102
938050	305550	16.0912
938625	305550	20.9487
938625	305575	20.6528
940275	305600	14.3727
940350	305600	15.38
941000	305600	21.0711
940350	305650	15.4302
938050	305675	14.8138
940375	305675	15.7202
941600	305675	21.8469
944025	305675	15.365
938275	305700	17.0086
938525	305700	18.4281
938800	305725	14.9867
940450	305725	15.7437
938700	305750	16.8857
940575	305750	17.3947
938225	305775	15.4082
941125	305800	23.4134
938325	305825	15.4794
938575	305825	16.307
941075	305850	23.1729
941100	305850	23.373
938075	305875	4.64612
938125	305900	4.44122
938500	305900	14.8861
937900	305925	6.68365
938375	305925	13.9977
940875	305950	20.545
938300	305975	3.45077
938450	306000	13.0656
940875	306000	20.1702
934425	306025	9.72341
943400	306025	17.8371
938600	306050	12.4229
940875	306050	19.6723
943750	306050	15.4303
941725	306075	27.8701
938275	306100	4.62443
940700	306100	17.7697
941650	306100	29.4336
940700	306125	17.3889
941700	306150	29.9638
938200	306175	5.84934
942525	306175	24.4025
938550	306225	2.69341
944400	306275	11.9004
936300	306300	21.1067
942550	306375	27.5401
935525	306450	13.8341
938150	306575	22.1634
938275	306625	24.9857
938225	306675	25.2464
936000	306725	17.2603
937775	306750	11.6249
937925	306775	20.2446
937875	306800	19.453
935150	306825	9.98405
944175	306900	13.2707
937975	306925	21.6429
935000	307025	8.38407
944575	307125	9.70215
943925	307175	13.3851
934325	307275	5.97888
935375	307300	10.6065
935275	307325	9.81538
939050	307950	16.8012
939325	307950	14.1501
936450	308050	10.2224
937825	308075	6.72286
939375	308150	11.6242
939400	308150	11.3698
937175	308350	7.68455
937775	308375	5.67391
940300	308600	-5.19089
937750	308700	4.38366
940425	308700	-4.65684
937475	308750	4.93483
938025	308750	3.17655
937950	308800	3.27968
937475	308850	4.47481
937650	308850	4.04073
937675	308850	3.97161
940700	309075	-8.27792
937475	309150	3.16211
937450	309325	2.46658
940500	309350	-7.6644
